Date,Province,Test Total Tests Conducted till date,Rapid Total Tests Conducted till date,Grand Total Tests Conducted till date,PCases Cumulative,Test Positivity Ratio,Acases Cumulative,Grand Total Cases in Last 24 hours,Grand Total Cases till date,Death Cumulative / Total Deaths,Died in Hospital On Ventilator,Died in Hospital Off Ventilator,,Fetaility Ratio,Ventilator Fetality Ratio,Clinic Total No. Of Beds Allocated for COVID Patients,Clinic Total No. of Beds with Oxygen Facility allocated for COVID Patients,Clinic Total No. Of Ventilators allocated for COVID Patients,Clinic Patients Admitted in last 24 Hours,Clinic Total No. Of COVID Patients currently Admitted,Clinic Total No of Patients Clinically Stable,Clinic On Low Flow Oxygen,Clinic On High Flow Oxygen,Clinic Total (on Oxygen),Clinic Total No. of Patients currently on Ventilator,Clinic Total No of Patients in Quarantine at Home or Elsewhere,Clinic Total Numbers Recovered and Discharged so far,DEATH_TOTAL_COL,Healtcare Stress Index,Oxygen Dependency Ratio,Recovery Velocity
23-Apr-20,Balochistan,"6,504",,"6,504",607,9.33,,55,607,,,0,,0,0,"2,136",,,,79,79,,,,0,346,174,8,3.7,0,0.5
23-Apr-20,Gilgit Baltistan,"2,998",,"2,998",300,10.01,,10,300,,,0,,0,0,151,,,,10,10,,,,0,75,212,3,6.62,0,2.83
23-Apr-20,Islamabad,"7,519",,"7,519",214,2.85,,10,214,,,0,,0,0,207,,,,12,11,,,,1,173,26,3,5.8,0,0.15
23-Apr-20,KP,"11,963",,"11,963","1,541",12.88,,88,"1,541",,,0,,0,0,"4,093",,,,373,332,,,,6,628,455,85,9.11,0,0.72
23-Apr-20,Punjab,"67,882",,"67,882","4,767",7.02,,177,"4,767",,,0,,0,0,"2,674",,,,"1,300","1,280",,,,12,"2,497",905,65,48.62,0,0.36
23-Apr-20,Sindh,"33,028",,"33,028","3,671",11.11,,298,"3,671",,,0,,0,0,"4,688",,,,"1,063","1,014",,,,31,"1,805",730,73,22.67,0,0.4
24-Apr-20,AJK,"1,522",,"1,522",55,3.61,,0,55,,,0,,0,0,304,,,,27,27,,,0,0,0,28,0,8.88,0,0
24-Apr-20,Balochistan,"6,742",,"6,742",656,9.73,,49,656,,,0,,0,0,"2,136",,,,77,69,,,8,0,393,176,10,3.6,10.39,0.45
24-Apr-20,Gilgit Baltistan,"3,162",,"3,162",307,9.71,,7,307,,,0,,0,0,151,,,,10,10,,,0,0,81,213,3,6.62,0,2.63
24-Apr-20,Islamabad,"8,059",,"8,059",223,2.77,,9,223,,,0,,0,0,358,,,,14,12,,,2,0,177,29,3,3.91,14.29,0.16
24-Apr-20,KP,"13,109",,"13,109","1,708",13.03,,167,"1,708",,,0,,0,0,"4,093",,,,409,361,,,36,12,738,472,89,9.99,8.8,0.64
24-Apr-20,Punjab,"69,971",,"69,971","5,046",7.21,,279,"5,046",,,0,,0,0,"2,674",,,,"1,331","1,309",,,2,20,"2,577","1,065",73,49.78,0.15,0.41
24-Apr-20,Sindh,"35,582",,"35,582","3,945",11.09,,274,"3,945",,,0,,0,0,"4,688",,,,"1,205","1,158",,,33,14,"1,893",772,75,25.7,2.74,0.41
25-Apr-20,AJK,"1,588",,"1,588",55,3.46,,0,55,,,0,,0,0,304,,,,23,23,,,0,0,0,32,0,7.57,0,0
25-Apr-20,Balochistan,"7,212",,"7,212",722,10.01,,66,722,,,0,,0,0,"2,136",,,,86,83,,,3,0,449,176,11,4.03,3.49,0.39
25-Apr-20,Gilgit Baltistan,"3,273",,"3,273",308,9.41,,1,308,,,0,,0,0,151,,,,10,10,,,0,0,79,216,3,6.62,0,2.73
25-Apr-20,Islamabad,"8,455",,"8,455",235,2.78,,12,235,,,0,,0,0,358,,,,15,13,,,2,0,188,29,3,4.19,13.33,0.15
25-Apr-20,KP,"13,930",,"13,930","1,793",12.87,,85,"1,793",,,0,,0,0,"4,093",,,,455,405,,,40,10,760,485,93,11.12,8.79,0.64
25-Apr-20,Punjab,"71,726",,"71,726","5,378",7.5,,332,"5,378",,,0,,0,0,"2,674",,,,"1,594","1,566",,,3,25,"2,577","1,126",81,59.61,0.19,0.44
25-Apr-20,Sindh,"38,181",,"38,181","4,232",11.08,,287,"4,232",,,0,,0,0,"4,688",,,,"1,206","1,162",,,30,14,"2,146",802,78,25.73,2.49,0.37
26-Apr-20,AJK,"1,692",,"1,692",59,3.49,,4,59,,,0,,0,0,304,,,,24,24,,,0,0,0,35,0,7.89,0,0
26-Apr-20,Balochistan,"7,582",,"7,582",781,10.3,,59,781,,,0,,0,0,"2,136",,,,90,88,,,1,1,502,176,13,4.21,1.11,0.35
26-Apr-20,Gilgit Baltistan,"3,398",,"3,398",318,9.36,,10,318,,,0,,0,0,151,,,,10,10,,,0,0,86,219,3,6.62,0,2.55
26-Apr-20,Islamabad,"8,753",,"8,753",245,2.8,,10,245,,,0,,0,0,358,,,,15,12,,,2,1,198,29,3,4.19,13.33,0.15
26-Apr-20,KP,"14,889",,"14,889","1,864",12.52,,71,"1,864",,,0,,0,0,"4,093",,,,484,413,,,58,13,767,515,98,11.83,11.98,0.67
26-Apr-20,Punjab,"73,226",,"73,226","5,446",7.44,,68,"5,446",,,0,,0,0,"2,674",,,,"1,602","1,580",,,1,21,"2,578","1,183",83,59.91,0.06,0.46
26-Apr-20,Sindh,"41,216",,"41,216","4,615",11.2,,383,"4,615",,,0,,0,0,"4,688",,,,"1,230","1,189",,,29,12,"2,432",872,81,26.24,2.36,0.36
27-Apr-20,AJK,"1,713",,"1,713",65,3.79,,6,65,,,0,,0,0,304,,,,30,30,,,0,0,0,35,0,9.87,0,0
27-Apr-20,Balochistan,"7,991",,"7,991",853,10.67,,72,853,,,0,,0,0,"2,136",,,,93,92,,,1,0,570,176,14,4.35,1.08,0.31
27-Apr-20,Gilgit Baltistan,"3,515",,"3,515",320,9.1,,2,320,,,0,,0,0,151,,,,10,10,,,0,0,85,222,3,6.62,0,2.61
27-Apr-20,Islamabad,"9,247",,"9,247",261,2.82,,16,261,,,0,,0,0,358,,,,18,15,,,3,0,203,36,4,5.03,16.67,0.18
27-Apr-20,KP,"15,737",,"15,737","1,984",12.61,,120,"1,984",,,0,,0,0,"4,093",,,,500,451,,,37,12,847,533,104,12.22,7.4,0.63
27-Apr-20,Punjab,"75,071",,"75,071","5,640",7.51,,194,"5,640",,,0,,0,0,"2,674",,,,"1,664","1,646",,,4,14,"2,579","1,306",91,62.23,0.24,0.51
27-Apr-20,Sindh,"43,949",,"43,949","4,956",11.28,,341,"4,956",,,0,,0,0,"4,688",,,,"1,241","1,201",,,24,16,"2,705",925,85,26.47,1.93,0.34
28-Apr-20,AJK,"1,826",,"1,826",65,3.56,,0,65,,,0,,0,0,304,,,,28,28,,,0,0,0,37,0,9.21,0,0
28-Apr-20,Balochistan,"8,504",,"8,504",915,10.76,,62,915,,,0,,0,0,"2,136",,,,93,92,,,1,0,632,176,14,4.35,1.08,0.28
28-Apr-20,Gilgit Baltistan,"3,647",,"3,647",330,9.05,,10,330,,,0,,0,0,151,,,,9,9,,,0,0,94,224,3,5.96,0,2.38
28-Apr-20,Islamabad,"9,705",,"9,705",297,3.06,,36,297,,,0,,0,0,358,,,,19,16,,,3,0,238,36,4,5.31,15.79,0.15
28-Apr-20,KP,"16,549",,"16,549","2,160",13.05,,176,"2,160",,,0,,0,0,"4,093",,,,496,441,,,46,9,988,562,114,12.12,9.27,0.57
28-Apr-20,Punjab,"77,619",,"77,619","5,827",7.51,,187,"5,827",,,0,,0,0,"2,674",,,,"1,719","1,697",,,0,22,"2,581","1,427",100,64.29,0,0.55
28-Apr-20,Sindh,"48,061",,"48,061","5,291",11.01,,335,"5,291",,,0,,0,0,"4,688",,,,"1,323","1,275",,,35,13,"2,913",963,92,28.22,2.65,0.33
29-Apr-20,AJK,"1,958",,"1,958",66,3.37,,1,66,,,0,,0,0,304,,,,29,29,,,0,0,0,37,0,9.54,0,0
29-Apr-20,Balochistan,"8,820",,"8,820",978,11.09,,63,978,,,0,,0,0,"2,136",,,,88,86,,,0,2,696,180,14,4.12,0,0.26
29-Apr-20,Gilgit Baltistan,"3,791",,"3,791",333,8.78,,3,333,,,0,,0,0,151,,,,10,10,,,0,0,92,228,3,6.62,0,2.48
29-Apr-20,Islamabad,"10,435",,"10,435",313,3,,16,313,,,0,,0,0,358,,,,21,18,,,3,0,244,44,4,5.87,14.29,0.18
29-Apr-20,KP,"17,452",,"17,452","2,313",13.25,,153,"2,313",,,0,,0,0,"4,093",,,,576,511,,,53,12,"1,001",614,122,14.07,9.2,0.61
29-Apr-20,Punjab,"79,914",,"79,914","6,061",7.58,,234,"6,061",,,0,,0,0,"2,674",,,,"1,597","1,568",,,7,22,"2,581","1,780",103,59.72,0.44,0.69
29-Apr-20,Sindh,"51,790",,"51,790","5,695",11,,404,"5,695",,,0,,0,0,"4,688",,,,"1,239","1,185",,,36,18,"3,187","1,169",100,26.43,2.91,0.37
30-Apr-20,AJK,"2,038",,"2,038",66,3.24,,0,66,,,0,,0,0,304,,,,23,23,,,0,0,0,43,0,7.57,0,0
30-Apr-20,Balochistan,"9,435",,"9,435","1,049",11.12,,71,"1,049",,,0,,0,0,"2,136",,,,90,87,,,2,1,762,183,14,4.21,2.22,0.24
30-Apr-20,Gilgit Baltistan,"3,932",,"3,932",339,8.62,,6,339,,,0,,0,0,151,,,,10,10,,,0,0,78,248,3,6.62,0,3.18
30-Apr-20,Islamabad,"11,194",,"11,194",343,3.06,,30,343,,,0,,0,0,358,,,,18,15,,,3,0,277,44,4,5.03,16.67,0.16
30-Apr-20,KP,"18,504",,"18,504","2,627",14.2,,246,"2,627",,,0,,0,0,"4,093",,,,616,554,,,48,14,"1,211",654,146,15.05,7.79,0.54
30-Apr-20,Punjab,"82,651",,"82,651","6,340",7.67,,279,"6,340",,,0,,0,0,"4,522",314,277,,"1,449","1,202",,,63,30,"2,884","2,205",115,32.04,4.35,0.76
30-Apr-20,Sindh,"54,377",,"54,377","6,053",11.13,,358,"6,053",,,0,,0,0,"4,688",,,,"1,246","1,199",,,30,17,"3,473","1,222",112,26.58,2.41,0.35
1-May-20,AJK,"2,054",,"2,054",66,3.21,,0,66,,,0,,0,0,304,,,,23,23,,,0,0,0,43,0,7.57,0,0
1-May-20,Balochistan,"9,821",,"9,821","1,136",11.57,,87,"1,136",,,0,,0,0,"2,136",,,,90,89,,,0,1,847,183,16,4.21,0,0.22
1-May-20,Gilgit Baltistan,"4,146",,"4,146",340,8.2,,1,340,,,0,,0,0,151,,,,10,10,,,0,0,72,255,3,6.62,0,3.54
1-May-20,Islamabad,"11,689",,"11,689",365,3.12,,22,365,,,0,,0,0,358,,,,15,11,,,4,0,302,44,4,4.19,26.67,0.15
1-May-20,KP,"19,489",,"19,489","2,799",14.36,,172,"2,799",,,0,,0,0,"4,093",,,,626,566,,,48,12,"1,322",690,161,15.29,7.67,0.52
1-May-20,Punjab,"88,899",,"88,899","6,733",7.57,,393,"6,733",,,0,,0,0,"4,821",321,260,,"1,556","1,272",,,66,30,"3,971","2,206",115,32.28,4.24,0.56
1-May-20,Sindh,"57,761",,"57,761","6,675",11.56,,622,"6,675",,,0,,0,0,"4,688",,,,"1,218","1,173",,,29,16,"4,044","1,295",118,25.98,2.38,0.32
2-May-20,AJK,"2,185",,"2,185",67,3.07,,1,67,,,0,,0,0,304,,,,23,23,,,0,0,0,44,0,7.57,0,0
2-May-20,Balochistan,"10,045",,"10,045","1,172",11.67,,36,"1,172",,,0,,0,0,"2,136",,,,89,86,,,1,2,881,183,19,4.17,1.12,0.21
2-May-20,Gilgit Baltistan,"4,293",,"4,293",356,8.29,,16,356,,,0,,0,0,151,,,,10,10,,,0,0,83,260,3,6.62,0,3.13
2-May-20,Islamabad,"12,289",,"12,289",393,3.2,,28,393,,,0,,0,0,358,,,,14,8,,,4,2,320,55,4,3.91,28.57,0.17
2-May-20,KP,"20,571",,"20,571","2,907",14.13,,108,"2,907",,,0,,0,0,"4,093",,,,607,545,,,54,8,"1,400",728,172,14.83,8.9,0.52
2-May-20,Punjab,"92,622",,"92,622","7,106",7.67,,373,"7,106",,,0,,0,0,"5,002",323,278,,"1,680","1,381",,,79,27,"3,045","2,667",120,33.59,4.7,0.88
2-May-20,Sindh,"61,020",,"61,020","7,102",11.64,,427,"7,102",,,0,,0,0,"4,688",,,,"1,249","1,195",,,36,18,"4,390","1,341",122,26.64,2.88,0.31
3-May-20,AJK,"2,227",,"2,227",71,3.19,,4,71,,,0,,0,0,304,,,,27,27,,,0,0,0,44,0,8.88,0,0
3-May-20,Balochistan,"10,326",,"10,326","1,218",11.8,,46,"1,218",,,0,,0,0,"2,136",,,,83,82,,,1,0,917,197,21,3.89,1.2,0.21
3-May-20,Gilgit Baltistan,"4,439",,"4,439",364,8.2,,8,364,,,0,,0,0,151,,,,10,10,,,0,0,91,260,3,6.62,0,2.86
3-May-20,Islamabad,"12,704",,"12,704",415,3.27,,22,415,,,0,,0,0,358,,,,16,10,,,4,2,339,56,4,4.47,25,0.17
3-May-20,KP,"21,909",,"21,909","3,129",14.28,,222,"3,129",,,0,,0,0,"4,093",,,,603,536,,,58,9,"1,535",811,180,14.73,9.62,0.53
3-May-20,Punjab,"96,854",,"96,854","7,524",7.77,,418,"7,524",,,0,,0,0,"5,070",322,279,,"1,719","1,390",,,73,24,"3,418","2,716",136,33.91,4.25,0.79
3-May-20,Sindh,"64,052",,"64,052","7,465",11.65,,363,"7,465",,,0,,0,0,"4,688",,,,"1,142","1,066",,,59,17,"4,638","1,555",130,24.36,5.17,0.34
4-May-20,AJK,"2,281",,"2,281",71,3.11,,0,71,,,0,,0,0,304,,,,22,22,,,0,0,0,49,0,7.24,0,0
4-May-20,Balochistan,"10,633",,"10,633","1,321",12.42,,103,"1,321",,,0,,0,0,"2,136",,,,89,87,,,0,2,"1,014",197,21,4.17,0,0.19
4-May-20,Gilgit Baltistan,"4,581",,"4,581",372,8.12,,8,372,,,0,,0,0,151,,,,10,10,,,0,0,80,279,3,6.62,0,3.49
4-May-20,Islamabad,"13,697",,"13,697",464,3.39,,49,464,,,0,,0,0,358,,,,21,12,,,5,4,383,56,4,5.87,23.81,0.15
4-May-20,KP,"22,692",,"22,692","3,288",14.49,,159,"3,288",,,0,,0,0,"4,093",,,,669,598,,,57,14,"1,578",856,185,16.34,8.52,0.54
4-May-20,Punjab,"101,897",,"101,897","8,103",7.95,,579,"8,103",,,0,,0,0,"5,089",322,284,,"1,753","1,417",,,75,36,"3,108","3,073",156,34.45,4.28,0.99
4-May-20,Sindh,"66,623",,"66,623","7,882",11.83,,417,"7,882",,,0,,0,0,"4,688",,,,"1,122","1,043",,,63,16,"4,994","1,629",137,23.93,5.61,0.33
5-May-20,AJK,"2,391",,"2,391",76,3.18,,5,76,,,0,,0,0,304,,,,22,22,,,0,0,0,54,0,7.24,0,0
5-May-20,Balochistan,"11,496",,"11,496","1,495",13,,174,"1,495",,,0,,0,0,"2,136",,,,67,63,,,4,0,"1,201",206,21,3.14,5.97,0.17
5-May-20,Gilgit Baltistan,"4,748",,"4,748",386,8.13,,14,386,,,0,,0,0,151,,,,22,22,,,0,0,79,282,3,14.57,0,3.57
5-May-20,Islamabad,"14,585",,"14,585",485,3.33,,21,485,,,0,,0,0,358,,,,18,8,,,5,5,407,56,4,5.03,27.78,0.14
5-May-20,KP,"23,562",,"23,562","3,499",14.85,,211,"3,499",,,0,,0,0,"4,093",,,,633,548,,,70,15,"1,797",875,194,15.47,11.06,0.49
5-May-20,Punjab,"106,927",,"106,927","8,420",7.87,,317,"8,420",,,0,,0,0,"5,080",322,287,,"1,883","1,531",,,85,40,"3,635","3,184",175,37.07,4.51,0.88
5-May-20,Sindh,"68,873",,"68,873","8,189",11.89,,307,"8,189",,,0,,0,0,"4,688",,,,"1,231","1,149",,,69,13,"5,139","1,671",148,26.26,5.61,0.33
6-May-20,AJK,"2,471",,"2,471",76,3.08,,0,76,,,0,,0,0,304,,,,19,19,,,0,0,0,57,0,6.25,0,0
6-May-20,Balochistan,"12,289",,"12,289","1,659",13.5,,164,"1,659",,,0,,0,0,"2,136",,,,67,63,,,4,0,"1,361",209,22,3.14,5.97,0.15
6-May-20,Gilgit Baltistan,"4,876",,"4,876",388,7.96,,2,388,,,0,,0,0,151,,,,21,21,,,0,0,76,288,3,13.91,0,3.79
6-May-20,Islamabad,"15,607",,"15,607",521,3.34,,36,521,,,0,,0,0,358,,,,19,9,,,4,6,442,56,4,5.31,21.05,0.13
6-May-20,KP,"24,984",,"24,984","3,712",14.86,,213,"3,712",,,0,,0,0,"4,093",,,,671,570,,,83,18,"1,899",939,203,16.39,12.37,0.49
6-May-20,Punjab,"112,007",,"112,007","9,077",8.1,,657,"9,077",,,0,,0,0,"5,110",341,287,,"2,025","1,631",,,98,34,"3,631","4,062",194,39.63,4.84,1.12
6-May-20,Sindh,"72,544",,"72,544","8,640",11.91,,451,"8,640",,,0,,0,0,"4,688",,,,"1,224","1,135",,,75,14,"5,528","1,731",157,26.11,6.13,0.31
7-May-20,AJK,"2,518",,"2,518",78,3.1,,2,78,,0,0,0,0,0,304,,39,,20,20,,,0,0,0,58,0,6.58,0,0
7-May-20,Balochistan,"13,241",,"13,241","1,725",13.03,,66,"1,725",,0,2,0,0,0,"2,136",,61,,44,40,,,4,0,"1,448",209,24,2.06,9.09,0.14
7-May-20,Gilgit Baltistan,"5,007",,"5,007",394,7.87,,6,394,,0,0,0,0,0,151,,12,,13,13,,,0,0,86,292,3,8.61,0,3.4
7-May-20,Islamabad,"16,666",,"16,666",558,3.35,,37,558,,0,0,0,0,0,428,,90,,18,8,,,4,6,464,72,4,4.21,22.22,0.16
7-May-20,KP,"26,531",,"26,531","3,956",14.91,,244,"3,956",,5,0,1,0,26.32,"4,093",,581,,704,617,,,68,19,"2,059",984,209,17.2,9.66,0.48
7-May-20,Punjab,"117,206",,"117,206","10,033",8.56,,956,"10,033",,9,4,0,0,18.37,"5,111",342,288,,"2,076","1,727",,,104,49,"3,939","4,131",191,40.62,5.01,1.05
7-May-20,Sindh,"76,078",,"76,078","9,093",11.95,,453,"9,093",,3,0,,0,21.43,"4,688",,,,"1,211","1,124",,,73,14,"5,858","1,853",171,25.83,6.03,0.32
8-May-20,AJK,"2,668",,"2,668",79,2.96,,1,79,,0,0,0,0,0,304,,39,,19,19,,,0,0,0,60,0,6.25,0,0
8-May-20,Balochistan,"13,771",,"13,771","1,876",13.62,,151,"1,876",,0,0,0,0,0,"2,136",,61,,44,40,,,4,0,"1,586",222,24,2.06,9.09,0.14
8-May-20,Gilgit Baltistan,"5,135",,"5,135",421,8.2,,27,421,,0,0,0,0,0,151,,12,,12,12,,,0,0,108,298,3,7.95,0,2.76
8-May-20,Islamabad,"17,657",,"17,657",609,3.45,,51,609,,0,0,0,0,0,430,,90,,29,13,,,6,10,504,72,4,6.74,20.69,0.14
8-May-20,KP,"27,990",,"27,990","4,327",15.46,,371,"4,327",,8,3,1,0,28.57,"5,598",,581,,806,729,,,49,28,"2,267","1,033",221,14.4,6.08,0.46
8-May-20,Punjab,"121,194",,"121,194","10,471",8.64,,438,"10,471",,6,2,0,0,13.33,"5,131",345,287,,"2,125","1,764",,,101,45,"4,328","4,240",192,41.41,4.75,0.98
8-May-20,Sindh,"81,610",,"81,610","9,691",11.87,,598,"9,691",,2,2,0,0,11.11,"4,688",,,,"1,154","1,063",,,73,18,"6,422","1,940",175,24.62,6.33,0.3
9-May-20,AJK,"2,780",,"2,780",86,3.09,,7,86,,0,0,0,0,0,304,,39,,26,25,,,0,1,0,60,0,8.55,0,0
9-May-20,Balochistan,"14,374",,"14,374","1,935",13.46,,59,"1,935",,0,0,0,0,0,"2,136",,61,,28,25,,,3,0,"1,641",242,24,1.31,10.71,0.15
9-May-20,Gilgit Baltistan,"5,310",,"5,310",430,8.1,,9,430,,0,1,0,0,0,151,,12,,13,13,,,0,0,110,303,4,8.61,0,2.75
9-May-20,Islamabad,"18,755",,"18,755",641,3.42,,32,641,,0,1,0,0,0,430,,90,,29,15,,,7,7,535,72,5,6.74,24.14,0.13
9-May-20,KP,"29,202",,"29,202","4,509",15.44,,182,"4,509",,9,2,2,0,33.33,"5,598",,581,,602,523,,,52,27,"2,587","1,086",234,10.75,8.64,0.42
9-May-20,Punjab,"125,988",,"125,988","11,093",8.8,,622,"11,093",,1,0,0,0,2.13,"5,189",331,285,,"2,237","1,833",,,103,47,"4,590","4,323",197,43.11,4.6,0.94
9-May-20,Sindh,"87,108",,"87,108","10,771",12.37,,"1,080","10,771",,2,2,1,0,8.7,"4,688",,190,,"1,139","1,038",,,78,23,"7,432","2,020",180,24.3,6.85,0.27
10-May-20,AJK,"2,854",,"2,854",86,3.01,,0,86,,0,0,0,0,0,304,,39,,22,21,,,0,1,0,64,0,7.24,0,0
10-May-20,Balochistan,"14,687",,"14,687","2,017",13.73,,82,"2,017",,1,1,0,0,0,"2,136",,61,,28,25,,,3,0,"1,721",242,26,1.31,10.71,0.14
10-May-20,Gilgit Baltistan,"5,480",,"5,480",442,8.07,,12,442,,0,0,0,0,0,151,,12,,5,5,,,0,0,129,304,4,3.31,0,2.36
10-May-20,Islamabad,"19,532",,"19,532",679,3.48,,38,679,,1,0,0,0,12.5,430,,90,,28,16,,,4,8,573,72,6,6.51,14.29,0.13
10-May-20,KP,"30,472",,"30,472","4,669",15.32,,160,"4,669",,11,0,0,0,31.43,"5,598",,581,,641,517,,,89,35,"2,657","1,126",245,11.45,13.88,0.42
10-May-20,Punjab,"130,546",,"130,546","11,568",8.86,,475,"11,568",,5,0,0,0,8.62,"5,297",351,288,,"2,258","1,854",,,104,58,"4,786","4,452",211,42.63,4.61,0.93
10-May-20,Sindh,"91,323",,"91,323","11,480",12.57,,709,"11,480",,4,4,1,0,15.38,"4,688",,197,,"1,237","1,138",,,73,26,"7,973","2,081",189,26.39,5.9,0.26
11-May-20,AJK,"2,935",,"2,935",86,2.93,,0,86,,1,0,0,0,0,304,,39,,21,21,,,0,0,0,64,1,6.91,0,0
11-May-20,Balochistan,"15,323",,"15,323","2,061",13.45,,44,"2,061",,1,0,0,0,0,"2,136",,61,,31,27,,,4,0,"1,761",242,27,1.45,12.9,0.14
11-May-20,Gilgit Baltistan,"5,619",,"5,619",457,8.13,,15,457,,0,0,0,0,0,151,,12,,12,12,,,0,0,121,320,4,7.95,0,2.64
11-May-20,Islamabad,"20,201",,"20,201",716,3.54,,37,716,,0,0,0,0,0,430,,90,,36,26,,,4,6,602,72,6,8.37,11.11,0.12
11-May-20,KP,"31,606",,"31,606","4,875",15.42,,206,"4,875",,10,2,0,0,32.26,"5,598",,581,,649,551,,,67,31,"2,713","1,256",257,11.59,10.32,0.46
11-May-20,Punjab,"135,114",,"135,114","11,869",8.78,,301,"11,869",,11,3,0,0,25,"5,229",347,290,,"2,117","1,725",,,108,44,"6,113","4,531",214,40.49,5.1,0.74
11-May-20,Sindh,"95,053",,"95,053","12,017",12.64,,537,"12,017",,9,0,2,0,36,"4,688",,197,,"1,490","1,369",,,96,25,"8,178","2,149",200,31.78,6.44,0.26
12-May-20,AJK,"3,037",,"3,037",88,2.9,,2,88,1,0,0,0,1.14,0,304,,39,,19,19,,,0,0,0,68,1,6.25,0,0
12-May-20,Balochistan,"15,751",,"15,751","2,158",13.7,,97,"2,158",27,0,0,0,1.25,0,"2,136",,61,,31,31,,,0,0,"1,844",256,27,1.45,0,0.14
12-May-20,Gilgit Baltistan,"5,748",,"5,748",475,8.26,,18,475,4,0,0,0,0.84,0,151,,13,,13,13,,,0,0,127,331,4,8.61,0,2.61
12-May-20,Islamabad,"21,257",,"21,257",759,3.57,,43,759,6,0,0,0,0.79,0,430,,90,,29,19,,,4,6,632,92,6,6.74,13.79,0.15
12-May-20,KP,"32,577",,"32,577","5,021",15.41,,146,"5,021",267,10,0,0,5.32,23.81,"5,598",,401,,589,472,,,75,42,"2,860","1,305",267,10.52,12.73,0.46
12-May-20,Punjab,"140,212",,"140,212","13,225",9.43,,"1,356","13,225",214,0,3,0,1.62,0,"5,099",364,290,,"2,105","1,729",,,112,35,"6,350","4,636",223,41.28,5.32,0.73
12-May-20,Sindh,"99,117",,"99,117","12,610",12.72,,593,"12,610",218,14,0,4,1.73,51.85,"4,688",,197,,"1,495","1,373",,,95,27,"8,668","2,229",218,31.89,6.35,0.26
13-May-20,AJK,"3,245",,"3,245",91,2.8,,3,91,1,0,0,0,1.1,0,304,,39,,21,21,,,0,0,0,69,1,6.91,0,0
13-May-20,Balochistan,"16,062",,"16,062","2,239",13.94,,81,"2,239",27,0,0,0,1.21,0,"2,136",,61,,31,31,,,0,0,"1,855",326,27,1.45,0,0.18
13-May-20,Gilgit Baltistan,"5,884",,"5,884",482,8.19,,7,482,4,0,0,0,0.83,0,151,,13,,12,12,,,0,0,129,337,4,7.95,0,2.61
13-May-20,Islamabad,"22,287",,"22,287",822,3.69,,63,822,6,0,0,0,0.73,0,430,,90,,26,15,,,4,7,690,100,6,6.05,15.38,0.14
13-May-20,KP,"34,352",,"34,352","5,252",15.29,,231,"5,252",275,5,2,1,5.24,11.9,"5,598",,401,,572,438,,,92,42,"3,013","1,392",275,10.22,16.08,0.46
13-May-20,Punjab,"145,577",,"145,577","13,561",9.32,,336,"13,561",223,3,6,0,1.64,9.09,"5,286",345,289,,"2,098","1,734",,,115,33,"6,655","4,720",234,39.69,5.48,0.71
13-May-20,Sindh,"103,343",,"103,343","13,341",12.91,,731,"13,341",234,10,2,4,1.75,32.26,"4,688",,203,,"1,432","1,348",,,53,31,"8,840","2,835",234,30.55,3.7,0.32
14-May-20,AJK,"3,411",,"3,411",105,3.08,,14,105,1,0,0,0,0.95,0,329,,43,,28,28,,,0,0,0,76,1,8.51,0,0
14-May-20,Balochistan,"16,621",,"16,621","2,310",13.9,,71,"2,310",30,0,1,2,1.3,0,"2,136",,61,,31,29,,,2,0,"1,907",342,30,1.45,6.45,0.18
14-May-20,Gilgit Baltistan,"6,027",,"6,027",501,8.31,,19,501,4,0,0,0,0.8,0,151,,13,,17,17,,,0,0,141,339,4,11.26,0,2.4
14-May-20,Islamabad,"23,409",,"23,409",866,3.7,,44,866,7,1,0,0,0.81,20,430,,90,,25,16,,,4,5,734,100,7,5.81,16,0.14
14-May-20,KP,"35,905",,"35,905","5,423",15.1,,171,"5,423",284,5,3,1,5.24,10.87,"5,598",,401,,547,418,,,83,46,"3,087","1,505",284,9.77,15.17,0.49
14-May-20,Punjab,"151,247",,"151,247","13,914",9.2,,353,"13,914",234,8,3,0,1.68,24.24,"5,185",343,289,,"1,991","1,595",,,106,33,"7,042","4,757",246,38.4,5.32,0.68
14-May-20,Sindh,"107,830",,"107,830","14,099",13.08,,758,"14,099",243,7,0,2,1.72,20,"4,688",,203,,"1,476","1,368",,,73,35,"9,307","3,073",243,31.48,4.95,0.33
15-May-20,AJK,"3,572",,"3,572",108,3.02,,3,108,1,0,0,0,0.93,0,329,,43,,31,30,,,1,0,0,76,1,9.42,3.23,0
15-May-20,Balochistan,"17,078",,"17,078","2,457",14.39,,147,"2,457",31,0,1,0,1.26,0,"2,136",,61,,32,30,,,2,0,"2,011",383,31,1.5,6.25,0.19
15-May-20,Gilgit Baltistan,"6,173",,"6,173",518,8.39,,17,518,4,0,0,0,0.77,0,151,,13,,24,24,,,0,0,145,345,4,15.89,0,2.38
15-May-20,Islamabad,"24,367",,"24,367",921,3.78,,55,921,7,0,0,0,0.76,0,430,,90,,30,23,,,3,4,784,100,7,6.98,10,0.13
15-May-20,KP,"37,452",,"37,452","5,678",15.16,,255,"5,678",291,6,1,0,5.13,13.04,"5,598",,401,,522,395,,,81,46,"3,252","1,613",291,9.32,15.52,0.5
